CEDULA,VEHICULO
3794488,tC
7225444,Lancer
2682355,Imperial
4547616,Millenia
9504653,Highlander
1285106,Viper
3201666,Ion
4823605,Montana
6540050,LS
6685781,Dakota Club
7438107,Passport
7805068,Santa Fe
3500662,Equinox
6288018,4000s
3287425,330
3032176,Amigo
7559434,Aztek
5508318,V70
3150513,LTD Crown Victoria
5648847,G-Series G20
5256947,SJ
9474740,Sierra 3500
6819202,LS
9687035,Excel
6430790,Allroad
5985053,Corolla
9157654,Sable
4678190,Express
7863019,Q
9999245,Tracker
8547764,Breeze
2408220,Camry Solara
7432911,G-Series G30
5013436,Celica
1803778,XC60
1774160,Grand Cherokee
3989957,SC
3393632,M Roadster
7632203,R-Class
5092450,Cirrus
6504585,Voyager
2277895,LTD Crown Victoria
6482540,Sprinter
4414984,Murano
5664119,A8
4004915,Voyager
9786324,Caravan
8682893,MPV
9064212,B-Series
5029126,GranTurismo
7157751,Q5
9630008,Colt Vista
9228477,Town Car
4738116,Spectra
5444843,M-Class
4111425,F350
7311728,2500
1260070,Suburban 2500
4425561,Aerio
3656809,CR-V
8848523,RX-7
5948745,E-Class
6489175,Skylark
2536188,Tercel
6929862,Grand Prix
4164261,New Yorker
2868647,Diamante
4399684,626
1681517,Escalade
4490948,Azure
7493357,Xterra
5028196,F350
1189832,626
6544870,Skylark
3041534,Mountaineer
6116361,Aveo
5777658,911
1684472,Sebring
7241367,Aurora
6401916,7 Series
7859574,ES
2126762,Ram 2500
5224877,Express 3500
2317902,ES
5247053,Mirage
4315135,Express 2500
5795325,RSX
6294012,JUKE
3045509,F250
7097941,Celica
4328614,XLR
9401554,IS-F
5560298,Elantra
